Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","1994","1994","gigagrammes","118568.2302","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","1995","1995","gigagrammes","118783.8965","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","1996","1996","gigagrammes","118904.7513","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","1997","1997","gigagrammes","118688.1131","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","1998","1998","gigagrammes","119367.5078","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","1999","1999","gigagrammes","121694.3105","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","2000","2000","gigagrammes","120052.094","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","2001","2001","gigagrammes","99863.4194","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","2002","2002","gigagrammes","99324.9385","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","2003","2003","gigagrammes","101026.2933","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","2004","2004","gigagrammes","101594.4067","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","2005","2005","gigagrammes","100708.4926","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","2006","2006","gigagrammes","75101.7506","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","2007","2007","gigagrammes","75867.6524","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","2008","2008","gigagrammes","74757.2389","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","2009","2009","gigagrammes","75957.9512","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","2010","2010","gigagrammes","77388.4224","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6661","Forêt","1990","1990","gigagrammes","-73053.4325","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6661","Forêt","1991","1991","gigagrammes","-73236.3618","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6661","Forêt","1992","1992","gigagrammes","-73426.7538","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6661","Forêt","1993","1993","gigagrammes","-73625.064","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6661","Forêt","1994","1994","gigagrammes","-73831.785","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6661","Forêt","1995","1995","gigagrammes","-74047.4514","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6661","Forêt","1996","1996","gigagrammes","-74272.6432","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6661","Forêt","1997","1997","gigagrammes","-74507.9917","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6661","Forêt","1998","1998","gigagrammes","-74754.1847","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6661","Forêt","1999","1999","gigagrammes","-75011.973","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6661","Forêt","2000","2000","gigagrammes","-75282.1779","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6661","Forêt","2001","2001","gigagrammes","-183646.3687","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6661","Forêt","2002","2002","gigagrammes","-183630.2512","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6661","Forêt","2003","2003","gigagrammes","-183613.6452","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6661","Forêt","2004","2004","gigagrammes","-183596.5235","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6661","Forêt","2005","2005","gigagrammes","-183578.8566","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6661","Forêt","2006","2006","gigagrammes","-153932.7251","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6661","Forêt","2007","2007","gigagrammes","-153946.8176","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6661","Forêt","2008","2008","gigagrammes","-153958.8895","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6661","Forêt","2009","2009","gigagrammes","-153968.7791","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5303","Asie du Sud","7231","Émissions (CO2eq)","6661","Forêt","2010","2010","gigagrammes","-153976.3081","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6814","Énergie (industries énergétiques, manufacturières, construction et émissions fugitives)","1990","1990","gigagrammes","288238.581","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6814","Énergie (industries énergétiques, manufacturières, construction et émissions fugitives)","1991","1991","gigagrammes","322689.8341","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6814","Énergie (industries énergétiques, manufacturières, construction et émissions fugitives)","1992","1992","gigagrammes","336097.7038","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6814","Énergie (industries énergétiques, manufacturières, construction et émissions fugitives)","1993","1993","gigagrammes","370801.1193","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6814","Énergie (industries énergétiques, manufacturières, construction et émissions fugitives)","1994","1994","gigagrammes","388828.2754","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6814","Énergie (industries énergétiques, manufacturières, construction et émissions fugitives)","1995","1995","gigagrammes","419537.0128","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6814","Énergie (industries énergétiques, manufacturières, construction et émissions fugitives)","1996","1996","gigagrammes","459608.952","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6814","Énergie (industries énergétiques, manufacturières, construction et émissions fugitives)","1997","1997","gigagrammes","496222.0128","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6814","Énergie (industries énergétiques, manufacturières, construction et émissions fugitives)","1998","1998","gigagrammes","491342.8706","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6814","Énergie (industries énergétiques, manufacturières, construction et émissions fugitives)","1999","1999","gigagrammes","517285.3349","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6814","Énergie (industries énergétiques, manufacturières, construction et émissions fugitives)","2000","2000","gigagrammes","538964.5391","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6814","Énergie (industries énergétiques, manufacturières, construction et émissions fugitives)","2001","2001","gigagrammes","565023.684","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6814","Énergie (industries énergétiques, manufacturières, construction et émissions fugitives)","2002","2002","gigagrammes","586792.3115","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6814","Énergie (industries énergétiques, manufacturières, construction et émissions fugitives)","2003","2003","gigagrammes","616954.1064","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6814","Énergie (industries énergétiques, manufacturières, construction et émissions fugitives)","2004","2004","gigagrammes","673060.1096","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6814","Énergie (industries énergétiques, manufacturières, construction et émissions fugitives)","2005","2005","gigagrammes","718450.635","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6814","Énergie (industries énergétiques, manufacturières, construction et émissions fugitives)","2006","2006","gigagrammes","760792.2986","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6814","Énergie (industries énergétiques, manufacturières, construction et émissions fugitives)","2007","2007","gigagrammes","805062.7162","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6814","Énergie (industries énergétiques, manufacturières, construction et émissions fugitives)","2008","2008","gigagrammes","849006.3262","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6814","Énergie (industries énergétiques, manufacturières, construction et émissions fugitives)","2009","2009","gigagrammes","843218.031","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6814","Énergie (industries énergétiques, manufacturières, construction et émissions fugitives)","2010","2010","gigagrammes","927111.3233","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6815","Transport","1990","1990","gigagrammes","90911.6261","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6815","Transport","1991","1991","gigagrammes","96729.0431","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6815","Transport","1992","1992","gigagrammes","102655.4777","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6815","Transport","1993","1993","gigagrammes","114805.0487","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6815","Transport","1994","1994","gigagrammes","136170.2285","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6815","Transport","1995","1995","gigagrammes","151365.9518","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6815","Transport","1996","1996","gigagrammes","167342.6574","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6815","Transport","1997","1997","gigagrammes","179124.434","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6815","Transport","1998","1998","gigagrammes","171310.9191","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6815","Transport","1999","1999","gigagrammes","178281.3096","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6815","Transport","2000","2000","gigagrammes","185139.7693","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6815","Transport","2001","2001","gigagrammes","193652.5702","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6815","Transport","2002","2002","gigagrammes","198929.4349","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6815","Transport","2003","2003","gigagrammes","208512.2163","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6815","Transport","2004","2004","gigagrammes","227626.813","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6815","Transport","2005","2005","gigagrammes","227546.9416","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6815","Transport","2006","2006","gigagrammes","222143.063","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6815","Transport","2007","2007","gigagrammes","231572.4053","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6815","Transport","2008","2008","gigagrammes","225156.5455","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6815","Transport","2009","2009","gigagrammes","244390.1782","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6815","Transport","2010","2010","gigagrammes","259731.0066","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6816","Secteur résidentiel, commercial, institutionnel et AFP","1990","1990","gigagrammes","72227.4852","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6816","Secteur résidentiel, commercial, institutionnel et AFP","1991","1991","gigagrammes","73877.5077","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6816","Secteur résidentiel, commercial, institutionnel et AFP","1992","1992","gigagrammes","79054.949","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6816","Secteur résidentiel, commercial, institutionnel et AFP","1993","1993","gigagrammes","80520.2001","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6816","Secteur résidentiel, commercial, institutionnel et AFP","1994","1994","gigagrammes","80205.06","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6816","Secteur résidentiel, commercial, institutionnel et AFP","1995","1995","gigagrammes","83504.1313","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6816","Secteur résidentiel, commercial, institutionnel et AFP","1996","1996","gigagrammes","91798.5934","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6816","Secteur résidentiel, commercial, institutionnel et AFP","1997","1997","gigagrammes","93217.8972","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6816","Secteur résidentiel, commercial, institutionnel et AFP","1998","1998","gigagrammes","94305.9138","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6816","Secteur résidentiel, commercial, institutionnel et AFP","1999","1999","gigagrammes","102057.2623","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6816","Secteur résidentiel, commercial, institutionnel et AFP","2000","2000","gigagrammes","104588.2422","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6816","Secteur résidentiel, commercial, institutionnel et AFP","2001","2001","gigagrammes","106247.6524","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6816","Secteur résidentiel, commercial, institutionnel et AFP","2002","2002","gigagrammes","103571.5076","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6816","Secteur résidentiel, commercial, institutionnel et AFP","2003","2003","gigagrammes","103528.1799","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6816","Secteur résidentiel, commercial, institutionnel et AFP","2004","2004","gigagrammes","109041.7133","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6816","Secteur résidentiel, commercial, institutionnel et AFP","2005","2005","gigagrammes","106253.5916","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6816","Secteur résidentiel, commercial, institutionnel et AFP","2006","2006","gigagrammes","102663.624","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6816","Secteur résidentiel, commercial, institutionnel et AFP","2007","2007","gigagrammes","103506.8887","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6816","Secteur résidentiel, commercial, institutionnel et AFP","2008","2008","gigagrammes","101636.1229","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6816","Secteur résidentiel, commercial, institutionnel et AFP","2009","2009","gigagrammes","97860.4207","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6816","Secteur résidentiel, commercial, institutionnel et AFP","2010","2010","gigagrammes","97825.7652","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","1990","1990","gigagrammes","39763.6785","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","1991","1991","gigagrammes","42090.5706","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","1992","1992","gigagrammes","43386.2493","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","1993","1993","gigagrammes","49520.8746","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","1994","1994","gigagrammes","55799.4533","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","1995","1995","gigagrammes","59165.3626","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","1996","1996","gigagrammes","65464.6785","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","1997","1997","gigagrammes","69262.2881","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","1998","1998","gigagrammes","58477.9734","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","1999","1999","gigagrammes","60156.1548","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","2000","2000","gigagrammes","70549.6115","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","2001","2001","gigagrammes","75211.2704","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","2002","2002","gigagrammes","81415.356","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","2003","2003","gigagrammes","87269.3183","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","2004","2004","gigagrammes","89223.5094","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","2005","2005","gigagrammes","95853.4085","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","2006","2006","gigagrammes","97222.9798","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","2007","2007","gigagrammes","98847.7048","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","2008","2008","gigagrammes","100016.456","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5304","Asie du Sud-Est","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","2009","2009","gigagrammes","103379.7886","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
